Iteration,Phase,Loss,Reward,Entropy,WinRate,DealInRate,MeanShantenRed
1219,1,0.1054,0.0069,1.2711,0.6111,0.1905,6.3016
1220,1,0.0971,0.0051,1.2900,0.6117,0.2816,6.4369
1221,1,0.1199,0.0077,1.2681,0.6972,0.2385,6.4312
1222,1,0.1265,0.0089,1.2817,0.6729,0.1869,6.6075
1223,1,0.1206,0.0064,1.2819,0.5847,0.1949,6.2627
1224,1,0.1001,0.0054,1.2484,0.7200,0.1400,6.4400
1225,1,0.0987,0.0081,1.2918,0.6814,0.1593,6.2655
1226,1,0.1078,0.0077,1.2813,0.6435,0.2348,6.4435
1227,1,0.0927,0.0069,1.2743,0.6484,0.1641,6.2734
1228,1,0.0970,0.0057,1.2996,0.5500,0.2200,6.0900
1229,1,0.1218,0.0076,1.2790,0.5982,0.1518,6.1964
1230,1,0.1034,0.0081,1.2868,0.6410,0.1880,6.2479
1231,1,0.1123,0.0058,1.2420,0.7327,0.1683,6.6337
1232,1,0.1094,0.0073,1.2968,0.6562,0.2109,6.5547
1233,1,0.1188,0.0069,1.2559,0.5776,0.1466,6.5086
1234,1,0.0970,0.0067,1.3047,0.7556,0.1556,6.4556
1235,1,0.1104,0.0073,1.3164,0.6303,0.1513,6.2017
1236,1,0.0987,0.0078,1.2817,0.6545,0.2000,6.4182
1237,1,0.1095,0.0070,1.2739,0.6538,0.1827,6.6058
1238,1,0.1374,0.0101,1.2729,0.6378,0.1181,6.3543
1239,1,0.1148,0.0063,1.2672,0.5926,0.1111,6.4074
1240,1,0.1022,0.0048,1.2765,0.7363,0.1538,6.7143
1241,1,0.0954,0.0075,1.2890,0.6855,0.1855,6.3065
1242,1,0.0883,0.0057,1.2667,0.6667,0.1852,6.6389
1243,1,0.0915,0.0069,1.3009,0.5310,0.1416,6.0885
1244,1,0.1097,0.0076,1.2736,0.5776,0.1897,6.3448
1245,1,0.1111,0.0072,1.3170,0.7677,0.1717,6.5051
1246,1,0.1295,0.0054,1.2975,0.5833,0.1500,6.5083
1247,1,0.0984,0.0063,1.3102,0.6214,0.2330,6.6699
1248,1,0.0977,0.0065,1.2709,0.5714,0.1048,6.5524
1249,1,0.1151,0.0078,1.2826,0.4729,0.1550,6.6744
1250,1,0.1039,0.0062,1.2758,0.5053,0.2000,6.1158
1251,1,0.1236,0.0084,1.2661,0.6341,0.1057,6.6911
1252,1,0.1042,0.0060,1.2613,0.6436,0.1584,6.7327
1253,1,0.0935,0.0060,1.2690,0.6019,0.1553,6.7087
1254,1,0.1391,0.0062,1.2624,0.5575,0.2035,6.4956
1255,1,0.1010,0.0051,1.2816,0.6190,0.0571,6.3429
1256,1,0.1092,0.0067,1.2659,0.5950,0.1240,6.4628
1257,1,0.1068,0.0061,1.2705,0.6355,0.1682,6.6822
1258,1,0.1274,0.0083,1.2925,0.6549,0.1327,6.3009
1259,1,0.1259,0.0050,1.2904,0.6122,0.2245,6.5816
1260,1,0.0938,0.0074,1.2702,0.7059,0.1597,6.3866
1261,1,0.1000,0.0071,1.2538,0.7157,0.2059,6.5392
1262,1,0.1093,0.0082,1.2902,0.6050,0.1849,6.4790
1263,1,0.1053,0.0056,1.2658,0.6602,0.2136,6.3981
1264,1,0.0901,0.0062,1.2792,0.6724,0.1293,6.2931
1265,1,0.1106,0.0072,1.2708,0.6283,0.2301,6.4248
1266,1,0.0935,0.0075,1.3105,0.6814,0.1504,6.3717
1267,1,0.1281,0.0078,1.2761,0.5983,0.1880,6.4103
1268,1,0.1211,0.0078,1.2841,0.7556,0.1667,6.5222
1269,1,0.1009,0.0067,1.2959,0.7462,0.1154,6.3231
1270,1,0.1181,0.0054,1.2856,0.6222,0.2778,6.5889
1271,1,0.1214,0.0048,1.2947,0.6667,0.1491,6.3333
1272,1,0.0844,0.0048,1.2909,0.5798,0.1597,6.4874
1273,1,0.1194,0.0051,1.2683,0.5400,0.1300,6.2700
1274,1,0.1188,0.0075,1.2597,0.6850,0.1575,6.7087
1275,1,0.1084,0.0073,1.2475,0.7292,0.1667,6.5521
1276,1,0.1149,0.0087,1.2576,0.7094,0.1453,6.2821
1277,1,0.1031,0.0057,1.2984,0.6555,0.1765,6.4202
1278,1,0.1198,0.0052,1.3040,0.6415,0.2264,6.4057
1279,1,0.1122,0.0072,1.2589,0.7143,0.1810,6.4381
1280,1,0.1226,0.0038,1.2916,0.6667,0.1667,6.4000
1281,1,0.1101,0.0057,1.2724,0.6542,0.1495,6.4953
1282,1,0.0905,0.0052,1.2872,0.6569,0.1373,6.4314
1283,1,0.0901,0.0059,1.2895,0.6091,0.2182,6.3091
1284,1,0.1033,0.0083,1.2539,0.6964,0.1339,6.5536
1285,1,0.1095,0.0056,1.2790,0.7091,0.1818,6.3000
1286,1,0.1140,0.0054,1.2526,0.6587,0.2143,6.7619
1287,1,0.0910,0.0064,1.2709,0.6625,0.1750,6.2375
1288,1,0.1288,0.0084,1.2649,0.6015,0.2105,6.1729
1289,1,0.0995,0.0087,1.2618,0.6923,0.1442,6.3558
1290,1,0.1344,0.0076,1.3095,0.6719,0.1953,6.1875
1291,1,0.1056,0.0043,1.2953,0.5273,0.1727,6.1636
1292,1,0.1009,0.0076,1.2978,0.8762,0.2000,6.5810
1293,1,0.1124,0.0083,1.3006,0.5982,0.1161,6.2857
1294,1,0.1140,0.0090,1.2718,0.6000,0.1167,6.4000
1295,1,0.1419,0.0048,1.3065,0.6429,0.2347,6.6224
1296,1,0.1072,0.0061,1.2895,0.5726,0.2051,6.6752
1297,1,0.1287,0.0086,1.2706,0.7876,0.1770,6.5841
1298,1,0.0972,0.0066,1.2771,0.6429,0.2262,6.6548
1299,1,0.1165,0.0072,1.2933,0.6875,0.1797,6.5781
1300,1,0.0993,0.0056,1.2846,0.5673,0.1250,6.3173
1301,1,0.0944,0.0053,1.2993,0.5357,0.2054,6.2589
1302,1,0.1124,0.0055,1.3035,0.7018,0.1754,6.3860
1303,1,0.1252,0.0092,1.2783,0.6900,0.1400,6.3300
1304,1,0.1070,0.0092,1.2811,0.6016,0.1797,6.5078
1305,1,0.1028,0.0058,1.3077,0.6304,0.2174,6.6304
1306,1,0.0973,0.0071,1.2901,0.7478,0.1826,6.3043
1307,1,0.1157,0.0088,1.2727,0.4732,0.2054,6.1875
1308,1,0.0982,0.0065,1.2852,0.5128,0.1624,6.6068
1309,1,0.1025,0.0071,1.2987,0.5566,0.1792,6.2547
1310,1,0.1312,0.0083,1.2914,0.6417,0.1750,6.4500
1311,1,0.1137,0.0057,1.2895,0.6702,0.2340,6.5532
1312,1,0.1549,0.0093,1.2979,0.5703,0.1953,6.0469
1313,1,0.1221,0.0081,1.2920,0.6404,0.2281,6.2105
1314,1,0.1103,0.0069,1.2635,0.5833,0.2083,6.3333
1315,1,0.0873,0.0062,1.2716,0.5583,0.1417,6.4250
1316,1,0.1429,0.0095,1.2483,0.5000,0.2143,6.4821
1317,1,0.1191,0.0079,1.3123,0.6496,0.1966,6.3590
1318,1,0.1110,0.0067,1.3212,0.6887,0.1698,6.3774
1319,1,0.1288,0.0069,1.2632,0.6792,0.1132,6.5283
1320,1,0.1211,0.0086,1.2681,0.6667,0.1301,6.4634
1321,1,0.0985,0.0065,1.2778,0.5155,0.1237,6.2680
1322,1,0.1190,0.0080,1.2866,0.7025,0.1901,6.8182
1323,1,0.0821,0.0055,1.2741,0.6667,0.1712,6.5495
1324,1,0.1352,0.0096,1.2771,0.5897,0.1453,6.4188
1325,1,0.1027,0.0064,1.2737,0.5934,0.0769,6.3187
1326,1,0.1455,0.0070,1.3015,0.7000,0.1833,6.0833
1327,1,0.1210,0.0058,1.2748,0.5238,0.1524,6.2762
1328,1,0.1039,0.0078,1.2777,0.5500,0.1000,6.7750
1329,1,0.1058,0.0053,1.2463,0.4842,0.1895,6.5789
1330,1,0.1132,0.0081,1.2832,0.6791,0.2090,6.4776
1331,1,0.1066,0.0061,1.3071,0.5368,0.1895,6.2632
1332,1,0.1241,0.0080,1.2783,0.5565,0.2522,6.1304
1333,1,0.1071,0.0068,1.3080,0.6182,0.2091,6.3818
1334,1,0.1217,0.0074,1.3174,0.7121,0.1212,6.2424
1335,1,0.1081,0.0063,1.2698,0.6705,0.1591,6.1477
1336,1,0.1350,0.0081,1.3078,0.5920,0.1760,6.2160
1337,1,0.1279,0.0049,1.2764,0.6667,0.1717,6.8081
1338,1,0.1067,0.0049,1.2556,0.6900,0.1600,6.8600
1339,1,0.1045,0.0067,1.2635,0.6810,0.1552,6.5776
1340,1,0.1358,0.0067,1.2234,0.7440,0.1920,6.6880
1341,1,0.1189,0.0044,1.2964,0.6173,0.1605,6.6296
1342,1,0.1224,0.0067,1.2865,0.4328,0.1791,6.0448
1343,1,0.1088,0.0046,1.2950,0.5686,0.1765,6.7255
1344,1,0.1043,0.0065,1.2759,0.6168,0.2243,6.7944
1345,1,0.1117,0.0080,1.2564,0.6121,0.1724,6.4397
1346,1,0.1157,0.0066,1.2900,0.5182,0.2091,6.4091
1347,1,0.0865,0.0069,1.2507,0.6481,0.2315,6.5926
1348,1,0.0924,0.0064,1.3005,0.5664,0.1416,6.1770
1349,1,0.1186,0.0056,1.2969,0.6190,0.1810,6.2381
1350,1,0.1173,0.0076,1.2645,0.7273,0.1322,6.4793
1351,1,0.0930,0.0064,1.2632,0.8936,0.1915,6.6277
1352,1,0.1259,0.0065,1.2636,0.6250,0.1953,6.4062
1353,1,0.1149,0.0066,1.2896,0.7174,0.1196,6.4348
1354,1,0.1079,0.0074,1.2673,0.6111,0.1984,6.6508
1355,1,0.1004,0.0081,1.2701,0.7030,0.1881,6.5248
1356,1,0.1093,0.0057,1.2971,0.7913,0.2087,6.4783
1357,1,0.0813,0.0054,1.3055,0.7130,0.2037,6.6019
1358,1,0.1222,0.0057,1.3009,0.6759,0.2037,6.8056
1359,1,0.1176,0.0072,1.2978,0.7037,0.1852,6.3611
1360,1,0.0838,0.0058,1.2497,0.6304,0.1196,6.2826
1361,1,0.1163,0.0073,1.2655,0.7185,0.2000,6.4370
1362,1,0.1086,0.0064,1.2942,0.4952,0.1714,6.5143
1363,1,0.1023,0.0054,1.2419,0.6018,0.1770,6.2920
1364,1,0.1027,0.0061,1.2999,0.5588,0.1863,6.3039
1365,1,0.1168,0.0076,1.2762,0.7016,0.1129,6.4677
1366,1,0.1102,0.0055,1.2667,0.6514,0.1376,6.5229
1367,1,0.1124,0.0057,1.2895,0.6339,0.1518,6.5357
1368,1,0.1018,0.0067,1.2766,0.6186,0.2268,6.3093
1369,1,0.1099,0.0076,1.2884,0.7023,0.1756,6.3511
1370,1,0.1088,0.0070,1.2661,0.5532,0.2447,6.2553
1371,1,0.1342,0.0083,1.3203,0.7308,0.1385,6.2231
1372,1,0.1192,0.0062,1.2689,0.6186,0.2268,6.3814
1373,1,0.1136,0.0064,1.2729,0.6505,0.1553,6.6505
1374,1,0.1212,0.0076,1.3214,0.6356,0.1949,6.2288
1375,1,0.1159,0.0059,1.2661,0.5496,0.1832,6.4427
1376,1,0.0981,0.0063,1.2865,0.7308,0.2051,6.8462
1377,1,0.1171,0.0074,1.2863,0.6691,0.1691,6.2500
1378,1,0.1015,0.0069,1.2726,0.6038,0.1415,6.3491
1379,1,0.1181,0.0084,1.2581,0.7925,0.1887,6.5755
1380,1,0.1410,0.0093,1.2663,0.6000,0.2182,6.4636
1381,1,0.1141,0.0079,1.2815,0.6022,0.1398,6.1828
1382,1,0.1210,0.0074,1.2853,0.6712,0.1370,6.2192
1383,1,0.1259,0.0076,1.2800,0.6222,0.1444,6.6111
1384,1,0.1088,0.0072,1.2687,0.7890,0.2110,6.5046
1385,1,0.1090,0.0066,1.3023,0.6964,0.2054,6.3304
1386,1,0.1281,0.0083,1.2771,0.5714,0.1048,6.2286
1387,1,0.1111,0.0065,1.3243,0.6393,0.1803,6.4836
1388,1,0.1094,0.0079,1.2743,0.6726,0.1239,6.2920
1389,1,0.0933,0.0060,1.2801,0.5514,0.2617,6.3832
1390,1,0.0994,0.0076,1.3006,0.6441,0.1525,6.2881
1391,1,0.1180,0.0080,1.2764,0.7130,0.1826,6.2174
1392,1,0.1212,0.0086,1.2935,0.7179,0.1709,6.3675
1393,1,0.0989,0.0072,1.2897,0.6311,0.2039,6.0680
1394,1,0.1062,0.0060,1.2944,0.6161,0.1250,6.2143
1395,1,0.1097,0.0048,1.3051,0.6522,0.2174,6.6957
1396,1,0.0922,0.0060,1.2786,0.7009,0.1308,6.6729
1397,1,0.1147,0.0076,1.2672,0.5417,0.2604,6.2812
1398,1,0.1405,0.0071,1.2796,0.6124,0.1628,6.5504
1399,1,0.1038,0.0067,1.2863,0.5818,0.1636,6.2818
1400,1,0.0990,0.0068,1.2580,0.7200,0.2300,6.5300
1401,1,0.1085,0.0072,1.2747,0.6050,0.1765,6.3445
1402,1,0.0837,0.0065,1.2369,0.5676,0.1622,6.5676
1403,1,0.1064,0.0048,1.3082,0.7143,0.2418,6.7363
1404,1,0.1125,0.0075,1.2809,0.5344,0.1374,6.4351
1405,1,0.1061,0.0083,1.2855,0.7083,0.1458,6.4896
1406,1,0.1215,0.0070,1.2694,0.6789,0.1651,6.6972
1407,1,0.0973,0.0069,1.2649,0.6733,0.1980,6.5248
1408,1,0.1133,0.0056,1.3029,0.7008,0.1181,6.5433
1409,1,0.1033,0.0067,1.2894,0.5385,0.1429,6.5934
1410,1,0.1192,0.0065,1.2684,0.6716,0.1493,6.4179
1411,1,0.0981,0.0072,1.2607,0.6082,0.1959,6.1959
1412,1,0.0886,0.0074,1.2852,0.8039,0.1765,6.5098
1413,1,0.1275,0.0088,1.2885,0.6016,0.1797,6.2188
1414,1,0.1101,0.0078,1.2821,0.6226,0.1604,6.3113
1415,1,0.1222,0.0077,1.3089,0.5463,0.1574,6.3519
1416,1,0.1029,0.0049,1.2868,0.6121,0.2155,6.8707
1417,1,0.0997,0.0065,1.2542,0.7300,0.2400,6.4400
1418,1,0.1132,0.0070,1.2615,0.6549,0.1504,6.6549
1419,1,0.1126,0.0055,1.3073,0.4815,0.1481,6.5185
1420,1,0.0871,0.0064,1.3029,0.6078,0.2549,6.5980
1421,1,0.1066,0.0073,1.2976,0.6917,0.1417,6.2917
1422,1,0.1085,0.0078,1.2883,0.5614,0.1842,6.3421
1423,1,0.1164,0.0075,1.2914,0.6466,0.2155,6.2931
1424,1,0.1082,0.0064,1.2930,0.4706,0.2255,6.2451
1425,1,0.0843,0.0062,1.2849,0.6441,0.1864,6.1695
1426,1,0.1096,0.0078,1.2968,0.7054,0.1696,6.4554
1427,1,0.1220,0.0087,1.3206,0.5104,0.1562,6.2396
1428,1,0.0935,0.0075,1.2873,0.5645,0.1452,6.4919
1429,1,0.0927,0.0060,1.2691,0.6207,0.1897,6.1724
1430,1,0.0979,0.0056,1.2817,0.5470,0.2051,6.6154
1431,1,0.0960,0.0063,1.2510,0.6237,0.1290,6.5591
1432,1,0.1246,0.0081,1.2691,0.6694,0.1452,6.6048
1433,1,0.0926,0.0066,1.2517,0.5755,0.2642,6.3774
1434,1,0.1008,0.0052,1.3222,0.5943,0.2547,6.3396
1435,1,0.1234,0.0076,1.2660,0.5641,0.2222,6.3761
1436,1,0.1086,0.0083,1.2796,0.6916,0.1402,6.6168
1437,1,0.1120,0.0049,1.3051,0.6522,0.2000,6.2609
1438,1,0.1012,0.0063,1.2996,0.6762,0.1619,6.2857
1439,1,0.1090,0.0093,1.2669,0.5669,0.2520,6.2126
1440,1,0.0960,0.0077,1.2363,0.6505,0.1553,6.5437
1441,1,0.1129,0.0078,1.3262,0.7117,0.1261,6.4505
1442,1,0.1248,0.0077,1.3130,0.5000,0.2018,6.1754
1443,1,0.1313,0.0064,1.2740,0.5738,0.2131,6.3115
1444,1,0.1110,0.0066,1.2531,0.6404,0.1579,6.6140
1445,1,0.0956,0.0068,1.2722,0.7037,0.1667,6.3981
1446,1,0.0946,0.0051,1.2826,0.6562,0.1875,6.6562
1447,1,0.1185,0.0092,1.2776,0.6466,0.1466,6.4397
1448,1,0.0950,0.0070,1.2726,0.6984,0.1508,6.3413
1449,1,0.1088,0.0069,1.2918,0.6373,0.1667,6.3431
1450,1,0.1025,0.0053,1.2484,0.6970,0.2626,6.4343
1451,1,0.1060,0.0077,1.2882,0.5037,0.2222,6.3704
1452,1,0.0822,0.0062,1.3026,0.6974,0.2105,6.8289
1453,1,0.1003,0.0075,1.3035,0.6260,0.1220,6.4959
1454,1,0.0956,0.0076,1.2916,0.6126,0.2072,6.3153
1455,1,0.1162,0.0062,1.3005,0.6897,0.1983,6.2759
1456,1,0.1132,0.0056,1.3127,0.6731,0.2019,6.5000
1457,1,0.1054,0.0065,1.2738,0.5664,0.1770,6.3628
1458,1,0.1074,0.0068,1.3009,0.5897,0.2051,6.4530
1459,1,0.1169,0.0086,1.2872,0.4851,0.1980,6.2574
1460,1,0.1172,0.0058,1.2987,0.6957,0.2348,6.8261
1461,1,0.1454,0.0075,1.2909,0.5755,0.1509,6.7075
1462,1,0.0991,0.0081,1.2926,0.6019,0.1262,6.1553
1463,1,0.1024,0.0074,1.2982,0.6116,0.1570,6.3802
1464,1,0.1050,0.0060,1.2777,0.5429,0.1524,6.4571
1465,1,0.1038,0.0056,1.2631,0.7944,0.1682,6.9439
1466,1,0.1069,0.0061,1.3103,0.6991,0.1858,6.2920
1467,1,0.1121,0.0060,1.3144,0.5798,0.1429,6.1513
1468,1,0.1040,0.0072,1.2670,0.7115,0.2404,6.4135
1469,1,0.1219,0.0042,1.2625,0.6897,0.1466,6.7672
1470,1,0.0976,0.0064,1.2562,0.7041,0.1939,6.8061
1471,1,0.1044,0.0065,1.2881,0.6147,0.1743,6.2844
1472,1,0.1202,0.0091,1.2678,0.4052,0.1810,6.3879
1473,1,0.1064,0.0063,1.2765,0.6262,0.2430,6.3458
1474,1,0.1208,0.0086,1.2448,0.7431,0.1743,6.7156
1475,1,0.0899,0.0041,1.2872,0.5812,0.2222,6.6154
1476,1,0.1017,0.0068,1.2777,0.5591,0.1505,6.6882
1477,1,0.1120,0.0067,1.2544,0.5906,0.2126,6.1339
1478,1,0.1140,0.0083,1.2461,0.6452,0.1398,6.8172
1479,1,0.1036,0.0057,1.2704,0.5970,0.1716,6.1418
1480,1,0.1088,0.0063,1.2728,0.7634,0.1828,6.7849
1481,1,0.1314,0.0065,1.2735,0.5690,0.1638,6.1638
1482,1,0.1233,0.0054,1.3213,0.7129,0.1386,6.5149
1483,1,0.0835,0.0073,1.3243,0.6179,0.1626,6.3089
1484,1,0.0984,0.0068,1.2585,0.6970,0.1414,6.4343
1485,1,0.1157,0.0035,1.2627,0.7436,0.1624,6.6752
1486,1,0.1280,0.0086,1.2977,0.7383,0.0748,6.5234
1487,1,0.1066,0.0059,1.3000,0.6226,0.2547,6.3302
1488,1,0.1136,0.0054,1.3085,0.6423,0.2114,6.4228
1489,1,0.0968,0.0071,1.2940,0.5514,0.1682,6.3271
1490,1,0.1045,0.0068,1.2759,0.5690,0.1552,6.2586
1491,1,0.0868,0.0053,1.3061,0.7579,0.1789,6.3474
1492,1,0.0977,0.0058,1.2742,0.7059,0.1849,6.4538
1493,1,0.0923,0.0072,1.2932,0.6822,0.2336,6.4393
1494,1,0.0983,0.0049,1.2749,0.6726,0.1593,6.4779
1495,1,0.1149,0.0070,1.2843,0.7453,0.1132,6.2642
1496,1,0.0902,0.0077,1.2701,0.6721,0.2213,6.5000
1497,1,0.1290,0.0060,1.3111,0.5825,0.2913,6.4757
1498,1,0.0954,0.0068,1.2713,0.6783,0.1826,6.3652
1499,1,0.1220,0.0058,1.3007,0.7288,0.1441,6.4661
1500,1,0.0894,0.0067,1.2825,0.6354,0.3229,6.3542
1501,1,0.1118,0.0065,1.2756,0.6325,0.1368,6.4957
1502,1,0.1035,0.0069,1.2994,0.7232,0.2589,6.2321
1503,1,0.1241,0.0082,1.2580,0.6545,0.1545,6.6727
1504,1,0.1170,0.0049,1.3028,0.5773,0.1753,6.5464
1505,1,0.1179,0.0051,1.2787,0.6894,0.1439,6.5682
1506,1,0.0994,0.0050,1.3100,0.6762,0.1810,6.5714
1507,1,0.1193,0.0082,1.3010,0.4286,0.2190,6.1143
1508,1,0.0831,0.0065,1.2799,0.5893,0.1964,6.3482
1509,1,0.0987,0.0050,1.3088,0.6168,0.2430,6.3364
1510,1,0.1107,0.0075,1.2865,0.5440,0.2000,6.3760
1511,1,0.1003,0.0070,1.2936,0.5833,0.2396,6.5938
1512,1,0.0967,0.0057,1.3062,0.6316,0.1654,6.2331
1513,1,0.1083,0.0078,1.2848,0.6800,0.1900,6.3100
1514,1,0.1153,0.0071,1.2934,0.4531,0.1719,6.2500
1515,1,0.0827,0.0061,1.3084,0.5914,0.1613,6.4409
1516,1,0.1021,0.0062,1.2928,0.6442,0.2500,6.8269
1517,1,0.1034,0.0075,1.2958,0.6949,0.1271,6.1949
1518,1,0.0820,0.0068,1.2703,0.6071,0.1696,6.2411
1519,1,0.1190,0.0051,1.2954,0.7041,0.1633,6.7653
1520,1,0.1017,0.0058,1.3148,0.5917,0.1000,6.4417
1521,1,0.1157,0.0068,1.2659,0.6735,0.1939,6.3878
1522,1,0.1181,0.0058,1.2826,0.5672,0.1194,6.2164
1523,1,0.1325,0.0080,1.2562,0.6117,0.1456,6.4563
1524,1,0.1219,0.0069,1.2748,0.6635,0.1827,6.6346
1525,1,0.1005,0.0047,1.2902,0.6774,0.1290,6.6344
1526,1,0.1241,0.0062,1.2847,0.6953,0.1875,6.3828
1527,1,0.1269,0.0077,1.2619,0.6095,0.1048,6.2000
1528,1,0.1386,0.0075,1.3145,0.5738,0.1721,6.2541
1529,1,0.0811,0.0054,1.2838,0.5747,0.1724,6.4023
1530,1,0.1198,0.0073,1.3082,0.7293,0.1654,6.4662
1531,1,0.0986,0.0054,1.3076,0.7059,0.1373,6.1765
1532,1,0.1334,0.0089,1.3002,0.6417,0.1583,6.2167
1533,1,0.1232,0.0074,1.2697,0.7290,0.1495,6.3738
1534,1,0.1128,0.0078,1.2669,0.7429,0.2000,6.8476
1535,1,0.0936,0.0072,1.3018,0.6306,0.1351,6.5405
1536,1,0.1073,0.0055,1.3075,0.5714,0.1765,6.1176
1537,1,0.1019,0.0078,1.2960,0.6260,0.1301,6.0407
1538,1,0.1033,0.0069,1.2880,0.5385,0.1923,6.3462
1539,1,0.1064,0.0056,1.2738,0.5841,0.1416,6.3982
1540,1,0.1338,0.0069,1.3061,0.6639,0.1639,6.5410
1541,1,0.1218,0.0081,1.2775,0.5955,0.1573,6.3146
1542,1,0.1159,0.0070,1.2963,0.6174,0.1739,6.2522
1543,1,0.1231,0.0060,1.2415,0.5941,0.1287,6.4653
1544,1,0.1303,0.0087,1.3056,0.5625,0.1719,6.2969
1545,1,0.0995,0.0052,1.2779,0.5727,0.2091,6.5000
1546,1,0.1089,0.0047,1.2701,0.6140,0.1579,6.4211
1547,1,0.1175,0.0085,1.2624,0.5957,0.1915,6.2766
1548,1,0.1128,0.0066,1.3255,0.6593,0.1704,6.2296
1549,1,0.1085,0.0047,1.3284,0.6226,0.2453,6.3962
1550,1,0.1218,0.0065,1.2779,0.6771,0.1771,6.6042
1551,1,0.0947,0.0067,1.2428,0.6475,0.1639,6.5082
1552,1,0.1080,0.0064,1.2917,0.6000,0.2476,6.4952
1553,1,0.1046,0.0060,1.2762,0.5810,0.1619,6.2952
1554,1,0.1215,0.0060,1.2866,0.6000,0.1250,6.1667
1555,1,0.1094,0.0066,1.2747,0.5812,0.1709,6.6496
1556,1,0.1011,0.0075,1.2835,0.6634,0.2475,6.3861
1557,1,0.1197,0.0052,1.3023,0.6721,0.1393,6.4426
1558,1,0.1189,0.0084,1.2636,0.6457,0.1654,6.3543
1559,1,0.0984,0.0058,1.2515,0.7241,0.1724,6.7126
1560,1,0.0917,0.0068,1.2938,0.6615,0.1154,6.5000
1561,1,0.0993,0.0072,1.2870,0.6489,0.2128,6.0638
1562,1,0.1307,0.0093,1.2742,0.6439,0.1667,6.5227
1563,1,0.0942,0.0064,1.2912,0.7604,0.1042,6.5833
1564,1,0.0779,0.0062,1.3085,0.8300,0.1000,6.5900
1565,1,0.1411,0.0070,1.2689,0.6975,0.1597,6.3782
1566,1,0.1347,0.0032,1.2859,0.6937,0.2162,6.3063
1567,1,0.1009,0.0074,1.2752,0.5856,0.1982,6.2252
1568,1,0.0975,0.0070,1.2994,0.6762,0.2000,6.2571
1569,1,0.1091,0.0059,1.2772,0.6750,0.1500,6.7167
1570,1,0.1218,0.0054,1.3088,0.6237,0.2473,6.4194
1571,1,0.1183,0.0070,1.2605,0.5231,0.1538,6.4769
1572,1,0.1076,0.0057,1.2411,0.7500,0.1250,6.4688
1573,1,0.1066,0.0076,1.3064,0.6168,0.1402,6.2897
1574,1,0.1114,0.0050,1.3090,0.7563,0.1765,6.5714
1580,1,0.1192,0.0059,1.2746,0.6750,0.2000,6.4667
1581,1,0.0988,0.0059,1.3108,0.6279,0.2209,6.6279
1582,1,0.1497,0.0111,1.2631,0.5528,0.1707,6.1301
1583,1,0.1232,0.0048,1.2793,0.6847,0.2072,6.2793
1584,1,0.1102,0.0069,1.2751,0.7545,0.2091,6.4909
1585,1,0.1160,0.0062,1.2577,0.6239,0.1709,6.8718
1586,1,0.0889,0.0062,1.2710,0.5152,0.1313,6.2828
1587,1,0.0969,0.0062,1.2585,0.6509,0.1509,6.5943
1588,1,0.1170,0.0064,1.2897,0.5897,0.1538,6.2821
1589,1,0.0889,0.0063,1.2812,0.6442,0.1346,6.6250
1590,1,0.1275,0.0065,1.2370,0.6106,0.2124,6.5752
1591,1,0.1125,0.0068,1.2670,0.8000,0.2364,6.3364
1592,1,0.1451,0.0093,1.2428,0.6514,0.2569,6.5229
1593,1,0.1019,0.0071,1.2887,0.6818,0.0545,6.2909
1594,1,0.1282,0.0092,1.2661,0.7727,0.2091,6.3091
1595,1,0.1204,0.0073,1.3222,0.6757,0.1532,6.4775
1596,1,0.0886,0.0069,1.2870,0.6500,0.2000,6.5833
1597,1,0.1188,0.0061,1.2789,0.6040,0.2277,6.4158
1598,1,0.0935,0.0062,1.2880,0.6549,0.2478,6.7965
1599,1,0.1364,0.0094,1.2456,0.6364,0.1818,6.6162
1600,1,0.1193,0.0079,1.2901,0.6694,0.1452,6.1774
1601,1,0.1093,0.0056,1.2960,0.5000,0.1296,6.3148
1602,1,0.0868,0.0062,1.2633,0.6486,0.1171,6.5766
1603,1,0.0915,0.0061,1.2934,0.6327,0.1531,6.4592
1604,1,0.1115,0.0077,1.2544,0.7073,0.2276,6.5285
1605,1,0.1235,0.0081,1.2645,0.6538,0.1538,6.2404
1606,1,0.1077,0.0081,1.2919,0.4706,0.1933,6.4706
1607,1,0.0989,0.0057,1.2388,0.5882,0.1373,6.5000
1608,1,0.1065,0.0066,1.3012,0.5856,0.2432,6.2613
1609,1,0.1200,0.0078,1.2449,0.7117,0.1892,6.7207
1610,1,0.1068,0.0060,1.2918,0.6091,0.1273,6.6091
1611,1,0.1219,0.0074,1.2785,0.7692,0.2019,6.2788
1612,1,0.0999,0.0044,1.2673,0.8229,0.2083,6.7500
1613,1,0.1333,0.0090,1.2642,0.6597,0.1389,6.2014
1614,1,0.1134,0.0073,1.2629,0.8132,0.1538,6.6154
1615,1,0.0940,0.0073,1.3221,0.6083,0.2417,6.2417
1616,1,0.1157,0.0059,1.2814,0.7368,0.1842,6.3596
1617,1,0.1047,0.0046,1.3082,0.5960,0.1414,6.3737
1618,1,0.0957,0.0068,1.2744,0.5526,0.1228,6.1667
1619,1,0.0882,0.0058,1.2916,0.4538,0.1345,6.1261
1620,1,0.1257,0.0064,1.2663,0.5905,0.1810,6.4095
1621,1,0.0936,0.0073,1.2921,0.5950,0.1653,6.2810
